user_id	interested_news_id
U91753	N18106 N3259
U91754	N45523 N53988 N63810
U91758	N14185
U91759	N44251 N4690
U9176	N53585
U91761	N12194 N14185 N15034 N21122 N23547 N3086 N31244 N52333 N53585 N64734
U91763	N12845 N44251 N50538 N57886
U91769	N19397 N48742 N62395 N63180
U91773	N41881 N59387 N62137
U91774	N28058 N38182 N40716 N48350 N51706 N63180 N64955 N871
U91775	N34476 N37011
U91776	N10812 N64273
U91778	N49699 N60441
U91779	N8834
U91782	N48742
U91783	N37384
U91784	N14340 N21178 N52645
U91787	N20746 N42726 N43778 N63970
U91788	N44361
U91790	N22273 N40716 N45999
U91794	N42726
U9180	N1169 N15476 N17109 N35729 N5094
U91800	N28856 N35729 N4408
U91805	N11405
U91806	N42726 N42947
U91808	N25634 N61275 N62546 N871
U91812	N61363 N63970
U91814	N15034
U91817	N10235 N13918 N15393 N18285 N21460 N21895 N22273 N27464 N28058 N28203 N30989 N3471 N40716 N44251 N54522 N54528 N57109 N5791 N57930 N60383 N61880 N62634 N64626 N8082
U91819	N29128 N52962
U91820	N25889 N37690
U91822	N14742 N35729 N53585
U91825	N62247
U91826	N26940 N27526 N37811 N53585 N7422
U91827	N28058 N51255 N53057 N54469
U9183	N8148
U91831	N14761 N24689 N27637 N45020 N46759
U91835	N29128
U91836	N14340 N14761 N17686 N18572 N22976 N2511 N29948 N30867 N3142 N43353 N48742 N50528 N56117 N7325 N8275 N8429
U91844	N12199 N14512 N17070 N18285 N20569 N20746 N23535 N32185 N34947 N34998 N39587 N54834 N54980 N55497 N58641 N5962 N62247 N6225 N7328 N871
U91848	N13060 N47525 N4806 N54522 N58641
U91850	N32098 N35729
U91851	N40442 N55897
U91852	N23942 N52333 N53532 N63252
U91855	N24689 N4485
U91857	N21771 N32109 N42457 N47218 N48699 N4932 N62247 N7376
U9186	N19347
U91861	N11405 N2782 N48657 N49365 N51702 N5374
U91867	N30867 N37748 N4255 N43732 N58641 N62539 N63656 N8559
U9187	N11228 N19347 N25889 N48120 N6963
U91870	N17340 N22471 N28910 N36561 N7328
U91871	N10884 N3820 N53907 N7328 N8855
U91874	N39193
U91875	N35729
U91878	N26084 N40716
U91880	N29549
U91881	N40839 N49699 N54826
U91882	N36271 N46980 N50314
U91884	N25554 N30867 N50538 N54834
U91885	N1825 N21122
U91886	N2356 N31145 N39421
U91888	N21519 N22260 N24917 N41526 N63054
U91890	N17340
U91891	N21771 N64513
U91894	N25173 N3259 N51692 N53012
U91895	N1171 N53585
U91897	N14761 N21476 N28856 N40442 N49262 N5098 N54304 N60895 N62763
U91898	N45523
U91901	N18106 N21771 N37748 N40442 N62634 N7328 N8148 N871
U91902	N19152 N21771 N23887 N28578 N32607 N32916 N35729 N37378 N40716 N44021
U91903	N54378 N59769
U91904	N39587 N61880 N8148
U91905	N62247
U91908	N10235 N21383 N32691 N34574 N35729
U91910	N6471
U91911	N12733 N2511 N32906 N3309 N41578 N41840 N53296 N60137
U91912	N13762 N1825 N3259 N43846 N59649 N61363
U91913	N10235 N10812 N10843 N21383 N23942 N26682 N28376 N34069 N38215 N4598 N48699 N48912 N55949 N871
U91914	N6890
U91915	N1637 N53585
U91916	N21771 N27930 N43436 N53585 N55043 N8602
U91919	N53585
U91923	N56586
U91925	N30190
U91930	N10136 N20919 N22499 N35729 N48925 N49175 N53044 N55250 N57733 N6379
U91931	N19638 N20079 N20522 N42137 N59822 N60615
U91933	N54125
U91934	N13172 N17115 N19318 N32641 N51706 N54244 N60383 N7851 N871
U91935	N22344 N28735 N4524 N46984 N52946 N53907 N63970
U91939	N12020 N14374 N21988 N31687 N32342 N36751 N46493 N50214 N51706 N53382 N61599
U91940	N12859 N34561
U91942	N33617
U91944	N3501 N4770 N61174 N63656
U91946	N17927 N18285 N28467 N28578 N30884 N31090 N35729 N55043 N55897 N58264 N60550 N63656
U91947	N36751 N63991
U91950	N17109 N59470 N64164
U91951	N24689 N25113 N37800 N40716 N51706 N53585 N58641 N62395 N871
U91955	N38215 N51777
U91956	N14761 N46984
U91958	N11551 N27581
U91961	N4853 N53599 N64273
U91963	N17919 N48077 N62055
U91964	N15655 N22471 N36883 N57010
U91966	N11786 N21656 N27628 N28735 N46160 N48645 N54469 N54980 N57457 N60383 N64273
U91967	N38197 N41881
U91968	N1940 N38330 N3841 N39777 N39986 N42512 N5270 N63970
U91970	N63970
U91971	N50268 N51706
U91972	N24759
U91973	N25344 N29468 N35854 N58183 N59090 N7328
U91974	N10575 N13429 N17210 N21460 N22270 N25699 N29924 N3500 N36398 N41298 N41881 N48690 N5290 N53216 N62342
U91978	N3841 N55204
U9198	N2823 N29128 N8148
U91983	N61214 N6693
U91986	N34069 N41881 N5104
U91987	N11135 N16225 N17196 N54469
U91990	N46504 N51692 N53585 N871
U91991	N20920 N25258 N3491 N65185
U91993	N13429 N13923 N15765 N1637 N16725 N17952 N22270 N23554 N31224 N37748 N38526 N38701 N43436 N45999 N48259 N51111 N52946 N53470 N54842 N55435 N62446
U91995	N3500 N51111 N54974
U91996	N8511
U91998	N3615 N40716 N42726 N45999 N63970
U91999	N14724 N18697 N19131 N32234 N32933 N51706 N59285
U9200	N43475 N56529 N64367
U92001	N25113 N3348 N53673 N60982 N7780
U92004	N14417 N3491 N5374 N61869
U92006	N64513
U92007	N26278 N28578 N7079
U92008	N28158 N50314 N51983 N54992 N55897 N63034 N63970 N64716 N7535 N7646
U92009	N10998 N20699 N3179 N40555 N43846
U92012	N14761 N3491 N36780 N41881 N55043 N61022
U92016	N17070 N29854 N36793 N45146
U92017	N10897 N14512 N18285 N24538 N36813 N4408 N53789
U92018	N27526 N35108
U9202	N25158
U92022	N19638 N41224 N60615
U92023	N28132 N29021 N32798 N3500 N4247 N49198 N50843 N53907 N55204 N64139
U92028	N23414 N59852
U92029	N8148
U92030	N18285
U92034	N32663 N33205
U92035	N63970
U92037	N26940 N28132 N4247 N48925 N51692 N57109 N9763
U9204	N10897 N157 N17109 N26606 N32074
U92040	N12194 N14950 N55948 N58383 N60949
U92041	N10897 N18285
U92042	N20495 N64408
U92044	N23414
U92047	N4408 N58366
U92048	N20530 N23370 N4936 N6399 N871
U92049	N13762 N16533 N20377 N20824 N21178 N28058 N29368 N3142 N37497 N51232 N54003 N60615 N9293
U9205	N43149
U92051	N28702 N31960 N52121 N54069 N63034
U92052	N14301 N31864
U92053	N58823
U92055	N10559 N3930 N44528 N59852 N8834
U92057	N10843
U92058	N10559 N3 N41224 N41328 N45331 N50513 N54377 N54522 N55756 N58685 N61826
U9206	N14568 N22260 N25981 N26272 N26303 N36229 N40555 N64358
U92060	N25393 N26758 N28735 N29326 N38039 N43784 N46655 N51368 N53470 N64626 N7328
U92063	N26415 N48657
U92069	N28046 N40442 N54980 N56581 N62055 N63854
U92070	N2486 N41881 N8834
U92073	N14191 N27665 N3259 N5325 N53470 N7328
U92075	N10575 N14689 N22354 N28576 N50456 N57886 N5948
U92077	N3 N37748 N38014
U92083	N33964 N51111
U92084	N14761 N33861 N61022
U92085	N19318 N35729 N4510 N48742 N55897 N8957
U92091	N40286 N41651 N65039
U92093	N12047 N13853 N31181 N32641 N37384 N49699 N51983 N58615 N63970 N8042
U92095	N14742 N1785
U92097	N35729 N54980
U92102	N2569 N29326 N42457
U92103	N21163 N25813 N28538 N39495 N53393 N54594 N58641 N8789
U92104	N10843 N12194 N40716 N5270 N53585
U92105	N23414 N40344 N40716 N56889
U92106	N10998 N20699 N35729 N46990 N56586
U92107	N38159
U92114	N40716
U92119	N10575
U9212	N26940 N8572
U92120	N13429
U92122	N21094 N32098 N35729 N37811 N40716 N42726 N4332 N60170 N60594 N64273 N871
U92125	N19036
U92128	N3259 N40716 N42137 N45523 N59649 N63854 N8082
U92130	N10897 N20530 N31931 N34869 N44361
U92132	N12489 N24252 N2511 N32245 N61880
U92134	N10515 N17091 N3841 N44361 N53354 N57886 N58264
U92135	N64408
U92137	N16951 N37889
U92140	N51692
U9215	N21771 N42137 N51368 N51706
U92150	N52385
U92152	N10897 N1169 N63970
U92154	N34848
U92158	N2782 N6113
U92159	N25113 N44251 N61103
U9216	N20335 N29954 N40555 N48657 N55897 N64513
U92160	N16215 N21178 N21348 N24421 N27526 N3500 N41439 N41881 N45880 N47525 N52026 N62290
U92161	N39495 N40791
U92162	N13429 N32109 N32185 N36780 N38701 N39677 N48699 N56586
U92165	N17887 N37811 N38309 N40442 N40839 N63656 N64273 N64408
U92167	N14761 N37009 N41298
U92168	N19561 N31213 N4837 N51706 N53585 N62009
U92170	N4936
U92171	N27907 N51706
U92172	N14417 N15765 N4247 N46984 N48411
U92173	N24809 N41045
U92174	N1732 N5980
U92175	N16545 N51388
U92176	N51706 N61404 N8148
U92177	N61267
U92178	N58410 N58641
U9218	N18587
U92181	N24749 N37630 N3908 N4770 N51347 N64716 N6690
U92183	N11273 N19638 N40555 N56843 N6932
U92184	N21685 N3128 N41881
U92186	N11779 N35729
U92189	N31057 N58227
U92190	N62342
U92192	N15462 N1581 N17099 N3471 N35729 N48284 N48742 N53585 N54842 N5896 N62546 N63180 N871
U92194	N26398 N61945 N63500
U92199	N60441
U922	N11916 N17070 N40716 N42726 N48657 N54834
U92202	N13485 N14454 N21019 N30388 N33922 N34116 N62634
U92204	N63970 N64273
U92205	N11708 N15254 N22840 N22976 N26250 N29021 N31213 N37889 N61880 N64273
U92206	N50060
U92207	N28058
U9221	N16870 N23901 N25791 N42937 N46635 N48204 N5106 N58064 N63582
U92212	N15655 N24759 N38168 N42028 N53585 N63970
U92214	N38330 N59573
U92216	N14185 N36288 N51232 N6107
U92217	N1056 N32641 N33617 N44251 N58641 N60615
U92218	N2306 N3500
U92219	N37889 N38330 N39978 N41651 N49111 N4962 N63970 N64273
U92220	N15855 N45609 N51289 N51706 N60668
U92222	N13981 N18106 N3615 N40716
U92225	N25203 N45146 N54842 N6191
U92227	N25889 N43191 N45523 N60895 N8148 N849 N871
U92228	N10812 N10843 N3259 N34998 N38159 N40716 N41429 N51706 N52557 N54522
U92229	N29948 N43524 N61032
U92233	N55042
U92236	N12194 N34004 N37120
U92239	N21460
U92240	N19716 N51489 N54378
U92241	N3321 N35729 N36739 N39838 N40442 N58641 N6225
U92243	N10998 N15765 N17070 N18378 N22772 N29267 N30303 N31215 N3128 N35729 N36888 N3893 N41881 N4247 N43732 N45707 N46439 N49587 N49998 N5290 N53585 N55175 N55497 N63970
U92247	N26084 N33964
U92251	N13826 N40839 N62620
U92254	N14757 N19638 N21202 N2511 N25415 N31138 N31305 N38215 N41977 N47525 N53393 N5699 N6479
U92257	N43955 N63180 N63376
U92258	N16393 N22344 N58641
U92262	N1070 N11228 N14724 N23554 N30867 N31099 N33506 N34564 N37857 N3820 N41045 N42421 N51706 N58641 N7535
U92264	N40839
U92267	N219 N3500 N37739 N41429 N46063
U92268	N5374 N53907
U9227	N11701 N45523 N51706 N63970
U92272	N63970
U92273	N55204
U92280	N58871 N63991
U92282	N10884 N55043
U92283	N10235 N11484 N12327 N14544 N21202 N26813 N37378 N38775 N42143 N45401 N51878 N55582 N6100 N62105 N63074
U92284	N63810
U92285	N19218
U92288	N10559 N17070 N19823 N19982 N23767 N37255 N42457 N54638 N55949 N61974 N62318 N7328 N7649
U92289	N62313
U92292	N15855 N16850 N17340 N20231 N27879 N28850 N49175 N50060 N63314
U92295	N28229 N2823 N28576 N35313 N41578 N42137 N42801 N43955 N47981 N48077 N53585 N55043 N61203 N64273 N8878
U92298	N51637
U9230	N10559 N19542 N30092 N35729 N40839 N51983 N52136
U92301	N34476 N64716
U92302	N59525
U92304	N43487
U92307	N34399 N49088 N55116 N61997
U92308	N14761 N17292
U92309	N23093 N35249 N54125
U92310	N45523
U92314	N10843 N12020 N21579 N32662 N36386 N52631 N54378 N55043
U92315	N1169 N13836 N157 N19716 N26714 N32203 N46305 N54347
U92316	N20495 N38182 N44324 N45999 N56353 N60932
U92317	N6285
U92319	N17109 N48829 N53585 N64273
U92320	N13094 N15462 N29597 N34069 N45020 N47378 N54980 N59922 N61103
U92321	N27526
U92322	N14340 N14417 N35729 N3863 N56889 N65185 N8834
U92324	N31051 N4247 N60170
U92325	N20916 N21202 N31224 N54232
U92331	N2994 N51706 N57582
U92334	N1080 N27526 N28222 N4678 N50060 N54522 N55620
U92338	N12709 N13060 N14761 N17115 N2037 N27143 N35729 N37627 N45225 N55582 N6932 N7422
U92339	N15765 N34004 N58823 N64734
U9234	N10843 N10986 N14901 N18378 N22471 N30867 N51706 N56889 N61103 N63970
U92340	N14757 N21019 N37011 N40716 N54022 N54569 N54842
U92341	N18657 N40839 N4198 N47413
U92342	N23901 N51182
U92343	N6225
U92345	N10235 N16215 N18942 N29128 N37377 N39572 N51305 N63970 N6890 N8834
U92346	N35729 N871
U9235	N10843 N13876 N41979 N54522 N58264 N7649
U92351	N65039
U92353	N53585
U92357	N11551 N1637 N27012 N30884 N37857 N48742 N50858 N53470 N55897 N62342 N8878 N9763
U92360	N21178 N22840 N27094 N27581 N33617 N41703 N48615 N58775
U92368	N24614 N43955 N49088 N63970
U9237	N28702 N38621 N53382 N54469 N59105
U92370	N16215
U92371	N54469 N7328
U92372	N14761 N21019 N21242 N40716 N40839 N44251 N47324 N58111 N64273 N7376
U92374	N12493 N38197
U92375	N41298 N4408 N47324 N54422 N54522 N63180 N7376 N871
U92378	N35729
U92379	N10629 N17990 N36398 N3841 N42457
U92381	N54842 N58641 N871
U92382	N10629 N17165 N34476 N34888 N41526 N45609 N57754 N6354
U92383	N10559 N10897 N12097 N15655 N18630 N19638 N21771 N23554 N35729 N38182 N41881 N48925 N51983 N55204 N59231 N59984 N64273
U92384	N28203 N55949 N63815 N64273
U92387	N11899 N27581 N3491 N40376 N40716 N40839 N51182 N59852 N61880 N65185
U92389	N20342
U92393	N10121 N16870 N45523
U92395	N11405 N18285 N20824 N2554 N27526 N38701 N63970
U92397	N26758 N62467
U92399	N12805 N25113
U924	N64273
U92400	N53470 N63970
U92402	N11484 N21460 N41122 N44902 N48875 N5599 N59922 N64734
U92409	N14417
U9241	N27526 N29128 N36271 N38215 N53585
U92411	N33524 N43000
U92414	N25634 N47525 N48699 N56889 N62313
U92415	N10998 N11285 N13762 N14760 N14761 N20522 N20758 N3375 N3501 N37311 N37377 N44251 N48699 N57485 N58183 N58641 N59852 N63970
U92416	N16225 N18572 N26636 N40442 N48742 N51347 N61869
U92420	N21460 N23370
U92422	N15655 N45523 N5967
U92423	N1455 N22300 N52554
U92425	N64716
U92428	N10575 N17070 N34399 N41432 N43955 N51692 N51706 N53585 N54834
U9243	N21519 N27581 N35729 N48325 N61880 N63970
U92433	N13679 N29128 N48742 N51706 N58111 N62290 N63906 N812 N8148 N871
U92434	N19716
U92436	N22164 N42137
U92439	N27581
U9244	N22273 N8834
U92440	N30648 N34399 N53354
U92441	N12469 N18587 N19318 N21297 N38701 N40716 N63180 N63970
U92442	N16683 N38701
U92450	N14093 N18587 N26997 N35729 N40442 N56333 N63970
U92455	N38309 N43903 N45523 N48699 N53419
U92458	N55582 N740
U92463	N19152 N8148
U92464	N3841
U92465	N13429 N26721 N43955 N47390 N4850 N54179 N54891
U92466	N16683 N27526 N3841 N42028 N54048 N8148
U92467	N53696 N61214
U92469	N10402 N48389
U92471	N19542 N25554 N26084 N27427 N29197 N33861 N42975 N53585 N60383 N7328
U92476	N2782 N3259 N35729 N42457 N51706 N53585 N54842 N63970 N7328
U92477	N10235 N15393 N21119 N27864 N47889 N48229 N56967 N57557 N5791 N57982 N58641 N61449 N7535
U92478	N30507 N8200
U92479	N23732 N56967 N61497 N6285 N7879 N8119
U92480	N10843 N53921
U92483	N6890
U92484	N56586
U92485	N15269 N24075 N34004 N54232 N64273
U92486	N10671 N14340 N1455 N15034 N2052 N28058 N28467 N34998 N36229 N43955 N4524 N45388 N46354 N51616 N57239 N63642 N63970
U92488	N57259 N63705
U92490	N59922
U92491	N23006 N3491 N42726 N871
U92492	N63970
U92493	N11551 N17070 N23535 N2782 N61363 N63970
U92496	N12194 N29849 N35729 N49458
U92498	N19638 N25113 N36751 N49828
U9250	N34574 N46858
U92500	N28376 N37378
U92502	N16019 N63970
U92503	N11228 N21215 N23370 N42190 N5270 N63582
U92504	N14314 N22270 N23971 N25030 N27526 N30490 N32203 N328 N34564 N36780 N41881 N43016 N44361 N46984 N49391 N5618 N57582 N58641 N60895 N61267 N63854 N786
U92506	N3491 N63583
U92507	N60933
U92509	N39274 N57582 N63906 N6778 N9523
U9251	N12894 N45833 N48912
U92510	N63656
U92514	N53585
U92517	N21151 N32691 N40254 N41285 N5301
U92520	N23414 N56011
U92521	N28811 N49414 N51187 N58641
U92524	N36511 N59387
U92527	N10559 N12845 N14454 N20824 N22081 N23197 N23352 N26714 N27608 N27984 N30269 N31106 N32691 N35643 N35729 N37739 N38732 N39498 N40630 N42528 N42937 N43635 N44742 N46768 N48284 N57181 N61174 N63405 N63582 N63970 N8148
U92529	N16804 N17070 N47889 N48657
U9253	N11786 N19565 N32520 N45523 N46357 N49262 N871
U92530	N38701 N7422
U92531	N19716 N22772 N9674
U92532	N21526 N29948 N41651
U92535	N4531 N4795 N50005
U92539	N63074
U92541	N10121 N13335 N14761 N18285 N21554 N22018 N22499 N2554 N30884 N45971 N57935
U92543	N18285 N44361 N51706
U92549	N13200 N17070 N19152 N25173 N29137 N37632 N37811 N3900 N44251 N53057 N57203 N63273 N64273 N8082
U92551	N21202 N33485 N40716 N58641 N62342
U92552	N38182 N47508 N48699 N63180
U92553	N27059 N60568
U92559	N10575
U92561	N19318 N39986 N43955 N47525 N53216 N57886
U92563	N14901 N17975 N23547 N45445 N52500 N5951 N62163 N63376 N63970 N64408
U92564	N10072 N24689 N31145 N39263 N43778 N49200 N51706 N53585 N60595
U92567	N13935 N23554
U9257	N21138
U92570	N19318 N24180 N35729 N37604 N4936 N60550 N61880 N63970 N7328
U92571	N13826 N18378 N18587 N36739 N40254 N40716 N4255 N53470 N53585 N7328
U92574	N15765 N21656 N25344 N43955 N52121
U92575	N14176
U92576	N34399 N37497 N39978 N50027
U9258	N17109 N5270 N6939
U92581	N55043
U92582	N19823 N38197 N42028 N53921 N55161
U92584	N1180 N13923 N14340 N14761 N267 N32109 N3491 N39777 N48742 N54377 N64408 N6622 N6808 N8148 N871
U92586	N37497 N44251
U92587	N3491 N58410
U92589	N10025 N14340 N14724 N15464 N17498 N21895 N26758 N37120 N39263 N4255 N45833 N58641 N61404 N63376
U9259	N11529 N17423 N19397 N1940 N25981 N29561 N35457 N49680 N54842 N57886 N58366 N63970
U92590	N12845 N17451 N18285 N24749 N2599 N59285 N64164
U92593	N41122
U92594	N45331 N46681 N48325 N60989 N61826
U92596	N55758
U92599	N4408 N63054
U92600	N62634
U92603	N14417 N43778 N53585 N63970 N64955
U92611	N19131 N27938 N33485 N36751 N63167 N6436 N7328 N9899
U92614	N5902
U92615	N10235
U92617	N19823 N21595 N21895 N23370 N24626 N30955 N32643 N38197 N47508 N47556 N60895 N8148 N871
U9262	N17115 N17990 N19152 N3259 N35729 N44251 N48920 N57886 N60383 N871
U92620	N42137 N51692
U92622	N10897 N13429 N42137
U92623	N11940 N22976 N23114 N25113 N27341 N34476 N35607 N38701 N43263 N48699 N54522 N871
U92625	N3501 N45020
U92630	N41881
U92631	N55949
U92632	N4255 N55204 N58641
U92633	N20746 N51388
U92636	N18285 N22404 N54980 N64273
U92637	N43778 N61959
U92641	N18714 N19565 N22499 N28144 N34869 N48920 N48925 N49809 N54980 N55043 N61880 N63835 N63970 N8422
U92642	N17070 N3395 N40716 N41633 N4255 N49809 N54826 N55897 N7376 N7841
U92643	N10998 N38182 N39712 N45523 N46439 N5104 N64273
U92645	N1455 N53585
U92647	N17210 N1789
U92649	N22191 N51706
U92650	N15476 N22126 N36883
U92651	N40839
U92655	N25113 N30955 N35729 N48645 N51706
U92659	N21519
U9266	N10897
U92661	N58641 N59649 N871
U92663	N37811
U92665	N10235 N10897 N14734 N14956 N1637 N19152 N22976 N29249 N316 N33617 N40949 N43635 N48164 N53393 N9272
U92666	N10843 N18285 N19318 N23547 N29599 N35108 N36516 N63180
U92667	N10235 N12341 N22976 N24421 N26349 N27096 N28735 N32683 N3280 N4255 N48912 N49908 N56011 N58641 N60895 N871
U92668	N58733
U92669	N35224 N37378 N63970
U9267	N11154 N18496 N20500 N24759 N26009 N26682 N36780 N46301 N48742 N55043 N55204 N58113 N60383
U92671	N1869 N23414 N46057 N53585
U92674	N13060 N18587 N21178 N31960 N38215 N41881
U92677	N14742 N51692 N57181 N63970
U92678	N10235 N25889 N41578 N871
U92685	N34069
U92686	N19638 N3500
U92688	N12398 N14374 N14760 N14761 N58100 N5862 N62105 N6354 N64408
U9269	N15394 N15855 N23901 N26636 N27526 N35729 N40658 N41840 N42457 N45395 N50513 N56575 N61022
U92694	N16215 N21428 N57754 N62318 N62684 N63970 N65039
U92695	N11480 N3086 N871
U92696	N19335 N2486 N42726 N63970
U92699	N28702
U927	N31005 N3336 N34564 N49704 N57860
U9270	N10629 N21019 N21215 N35439 N40628 N45523
U92701	N3259 N33502 N45999 N55563 N55713 N871
U92702	N17070 N31687 N37134 N40839 N54834 N60382 N8834
U92704	N25778 N40442 N40839 N48742 N51289
U92708	N1169 N18285
U92712	N10843 N14417 N23414 N47525 N5469 N59295 N60383 N64163
U92716	N41881
U92717	N53585
U92718	N16244
U92719	N1914 N51706 N55204
U92722	N10897
U92726	N54522
U92728	N16215
U92729	N10136 N12327 N14512 N16225 N18251 N28144 N46447 N48925 N54422 N63376 N63405
U9273	N10897 N21383 N35729 N7646
U92731	N14742 N3259 N34564 N40442 N58113 N9674
U92732	N16870 N27425 N43087 N62366 N62634
U92736	N21012 N40555 N63970
U92737	N51706
U92739	N13269 N24626 N29249 N39498 N42351 N52121 N60615 N64273
U9274	N41881 N52755
U92743	N14742 N27526 N38701 N63970
U92744	N35729
U92748	N10235 N11484 N17511 N19152 N31070 N3517 N37811 N37889 N40716 N4255 N44251 N54522 N6932 N871
U9275	N57754
U92750	N18106 N32109 N42079
U92753	N12168
U92755	N17109
U92759	N29804 N35729 N47889 N8148
U92764	N43955
U92766	N27581 N52755 N871
U92767	N14742 N32641 N33861 N40442 N46984 N48657 N54891 N62318 N63970
U9277	N13139 N35729
U92770	N10897 N41881
U92771	N42457 N50060 N53585
U92772	N45146 N53585
U92774	N15034 N44251 N7328
U92778	N14417 N1637 N18572 N19716 N20824 N21019 N31224 N35622 N42947 N5179 N59761 N61267
U92780	N14340 N24809 N34069 N37120 N38215 N39777 N42028 N46357 N46990 N56586 N58641 N8275 N871
U92781	N10899 N36561
U92782	N157 N51706 N6225
U92784	N61404 N7328
U92793	N34399
U92794	N64273 N871
U92795	N30814
U92796	N1581 N17165 N18697 N40837 N52946 N6225
U92798	N10764 N12894 N14761 N22260 N32658 N39011 N49061 N57220 N59323 N63583 N63970 N6778 N812
U92799	N19347 N20824 N27938 N28735 N28833 N4569 N464 N5497 N60364 N6225 N62634 N64164 N8269
U928	N13929 N25889 N3501 N42137 N63582 N8834
U92803	N21597 N27094 N37242 N42801 N48890 N61203
U92804	N30884 N33617 N3491 N47397 N6113 N8082
U9281	N11273 N13918 N14689 N14761 N18819 N21383 N21936 N34476 N6253
U92812	N44361
U92813	N37811 N46984 N55582
U92814	N17070
U92816	N15655
U92819	N25158 N51706 N64408
U9282	N12894 N21519
U92820	N18004 N43643 N8082
U92824	N12705 N22499 N24809 N32069 N35729
U92828	N15855 N33964 N37242 N53296 N55204
U9283	N10526 N14761 N47167
U92830	N2823 N9674
U92831	N19152 N25634 N3500
U92832	N31213
U92833	N12489 N33828
U92838	N22260 N40839 N51706 N54980
U92842	N14512 N4690 N60411 N60617 N63835
U92846	N11975 N18251 N28058 N28938 N46444 N63180 N8148
U92849	N10235 N15855 N18106 N18378 N19903 N21383 N32643 N34069 N36676 N38701 N41881 N53585 N55798 N59411 N60615 N61032 N61275 N62546 N63180 N63906 N64163 N64273 N871 N9763
U92854	N55250
U92855	N35729 N53585 N54842
U92856	N11450 N21771 N26636 N27526 N41840 N43488 N43955 N47218 N48699 N49699 N51692 N64408 N871
U92861	N21519
U92863	N23471
U92866	N1319 N14512 N18844 N20916 N20917 N28467 N29917 N34869 N35729 N37632 N44521 N45523 N51819 N61131 N61404 N61599
U92868	N50580
U92869	N52445
U92872	N14742 N21383 N22499 N29597 N63970
U92873	N15134 N18378 N27402 N53907 N54834 N65039
U92875	N39777 N49908
U92876	N18266 N28578 N41444 N4690 N63054
U92877	N29197 N40442 N8148
U92880	N50538
U92881	N14724 N14742 N14761 N16976 N21252 N2599 N26272 N28058 N32641 N40716 N58264
U92884	N15394
U9289	N34004 N44361 N51546 N9892
U92890	N40839
U92895	N18573 N21685 N5277 N53393 N7376
U92898	N13429 N19823 N41840 N42457 N5229 N8148
U92899	N41881
U92902	N11402 N20916
U92905	N34620 N35729 N40839
U92910	N58641 N60186 N871
U92912	N55582
U92916	N25226 N36565 N53216
U92917	N1088 N35729 N40978 N42137 N44361 N48657 N53768
U92919	N25406
U92923	N36297 N4861 N49262 N53585 N54469 N54497 N5560 N60170 N64955 N871
U92925	N14742 N53585
U92928	N63582
U92933	N5106 N52744 N5277 N8148
U92939	N25158 N28058 N51232 N55497 N55948 N6354
U92944	N13968 N23547 N27392
U92946	N51983
U92947	N64273
U92951	N49990
U92953	N60364 N64273
U92954	N35729
U92955	N10575 N21428 N36360 N36676 N38330 N40442 N40791 N41533 N42076 N48473 N59761
U92957	N13087 N19381 N20079 N20207 N23532 N25313 N29597 N35559 N4690 N47356 N51491 N60615 N61267 N61869
U92958	N18378 N41881 N48829 N49262 N53585 N9377
U92959	N41881 N48400
U92960	N21895
U92961	N30121 N42694 N42726 N43745 N46417 N49680 N51706 N51983 N64273
U92962	N36271 N47889 N8269
U92963	N10897 N64273
U92964	N34869 N4510
U92965	N14742
U92976	N22273 N35729 N45999 N51777 N6245
U92979	N22270 N25791 N29594 N37377 N4770 N61032
U92982	N10897 N16166 N20916 N21970 N3259 N35729 N37857 N43846 N5980
U92984	N25113 N32643 N4247 N44099
U92986	N28576 N51706
U92987	N17109 N2599 N5855 N8834
U92988	N13429 N14632 N14734 N14761 N15269 N17990 N22270 N22976 N25634 N28058 N29855 N30867 N32098 N32177 N33816 N34069 N36780 N37377 N37378 N38301 N39677 N40555 N42457 N43475 N44633 N47981 N49175 N53585 N54497 N54522 N54842 N55897 N56586 N57485 N62290 N62318
U9299	N12988
U92990	N52136
U92991	N14724 N14741 N19005 N21981 N25608 N25634 N26272 N37378 N40449 N46160 N47525 N48325 N48603 N48615 N50373 N51706 N57251 N59368 N59763 N61032 N62290 N63970 N6750 N7420 N8148 N8834
U92995	N53585 N61022
U930	N33173 N53585 N55204 N61022
U9300	N10764 N22976 N29326 N35854 N41579 N53057 N54469 N54497 N54901 N7333 N8148
U93001	N1637 N21215 N3500 N47941 N57738 N62816 N7333
U93005	N20342 N25889 N32874 N34069 N40839 N42729 N48657 N48829 N51289 N51616 N51706 N54469 N55435 N56817 N61959 N64513 N9053
U9301	N15034 N23554 N44251 N46444 N51706 N64273 N871
U93012	N32643 N58641
U93013	N57457
U93018	N3259 N55204
U93019	N28077
U9302	N2078 N28467
U93020	N35729 N48742
U93023	N27581 N38701 N45648 N49531 N55512 N55776 N59138 N59763 N61880 N63330 N63405 N63478 N63582 N6399 N64030
U93024	N14191 N22260 N29128 N36509 N39978 N48742 N57464
U93027	N51187 N54276 N54834
U93029	N50521
U9303	N9899
U93031	N10897 N10998 N13762 N43955 N55497
U93033	N40839 N42726 N54469
U93035	N44251
U93036	N24530 N27402 N49758 N50497 N61084
U93037	N11138 N34399
U93038	N34069
U93039	N26257 N32641 N59822
U9304	N7333
